symbol,2025-12-19,2025-12-22,2025-12-23,2025-12-24,2025-12-26,2025-12-29,2025-12-30,2025-12-31
AAT,-0.3675266885399071,-0.4193747238625083,-0.534115517109172,-0.5940990955011312,-0.6532072948675143,-0.6585202903148708,-0.6604172979004754,-0.6970408107787815
ADC,0.7826304339551454,0.6692277461473065,0.4935864682797204,0.33932643992783784,0.16051628344922056,-0.015170206541831798,-0.13188146298212172,-0.25422508356186996
AHH,-1.4924252252520125,-1.1225100941759887,-0.9546389147236002,-0.8193731876896794,-0.744545904425155,-0.6053530323754759,-0.5286470947310666,-0.343404308818181
BRK-B,1.027199230570258,0.9526581087859732,0.8860177660003907,0.8086557414431988,0.6780171455368127,0.5743162552428898,0.5509649109570255,0.5302248145375671
IUKP.L,-0.5637891400120123,-0.4576925091281623,-0.38633896702412857,-0.3926283971221149,-0.40154036643450153,-0.41473223083167393,-0.34786129220521705,-0.31560383013367427
IWDP.L,0.6702038710382974,0.5646612857826151,0.4214673617201335,0.29582871866625693,0.22034345304844652,0.11370099162517051,0.04824888857177665,-0.006816243546482201
PBR,1.6913087489146834,1.2719004788912387,0.9740869756032295,0.6777867438555039,0.32593526809070805,-0.005655076922474905,-0.24121776491594854,-0.500591510663168
RESI.L,-0.8807324955874595,-0.45895439078119216,-0.10671138144336381,0.1170429798797521,0.245349456936974,0.3528273455775908,0.26066669739670995,0.2344286393597076
SUPR.L,0.5466616674786462,0.6880888852347122,0.7190209234822329,0.6891216224644596,0.6735921125838505,0.6210351314987893,0.6393677845124507,0.601912393240563
UNIT,-4.484047292338641,-3.5376345143222006,-2.83229568665345,-2.1266398580265684,-1.5718524946227268,-1.0207321744843607,-0.5749504049157282,-0.20604187708355517
